age,salary,credit_score,employment_months,existing_emi,loan_amount,default_history,missed_payments,bank_balance,loan_purpose,approved
44,131935,737,130,5647,486099,0,1,125665,Business,1
30,174601,724,29,1573,1279202,0,1,262778,Home,1
35,75917,596,127,1289,165928,0,2,153644,Car,1
44,45675,688,104,1191,180481,0,1,16608,Business,1
35,60116,650,30,2135,144374,0,2,130588,Business,1
22,94869,600,56,2232,624159,1,6,58781,Home,0
44,154460,579,40,4945,188246,1,6,391504,Medical,0
50,115206,594,78,2745,156765,0,2,67378,Personal,1
53,157553,738,73,2908,201543,0,0,287586,Personal,1
46,109903,430,100,1574,441478,1,4,415796,Home,0
50,124641,584,86,4010,176886,1,3,602762,Education,0
52,82066,721,41,2989,65546,0,0,440744,Medical,1
41,116896,567,42,1680,247517,1,1,168198,Car,0
18,142044,678,80,2412,229174,0,2,224471,Car,1
54,49942,623,13,1403,150615,0,0,90571,Home,1
29,71991,590,186,3228,487585,0,2,73668,Home,0
26,195681,553,72,2513,789312,0,2,649608,Business,1
27,175691,620,37,5302,187628,0,1,44036,Personal,1
65,112916,657,52,2430,570094,1,2,628331,Home,0
45,135122,610,25,5424,199820,1,5,478217,Personal,0
28,71072,687,78,1964,120833,1,2,241147,Car,0
32,46051,762,73,1509,165206,0,0,72665,Business,1
40,51316,772,32,1776,213674,0,0,73219,Business,1
47,141884,625,30,3777,918765,0,1,732707,Home,0
43,42426,587,135,2378,30072,0,3,38403,Personal,0
29,40403,635,12,1305,343105,0,0,89537,Home,0
44,137041,682,117,4949,707327,0,0,32748,Business,1
33,71463,644,56,4209,51325,0,1,205300,Personal,0
53,62665,698,122,2765,601796,0,2,258520,Home,0
41,130699,671,227,3277,121180,0,2,361107,Medical,1
31,83604,623,59,2369,270710,0,1,355442,Business,0
48,149755,569,46,7393,161745,1,4,32364,Personal,0
45,94670,843,85,1592,375909,0,0,160973,Home,1
34,108475,674,42,5139,207927,1,6,495381,Car,0
49,98014,701,262,4464,496478,1,1,460759,Home,0
48,122675,485,23,2603,356346,0,1,638610,Home,0
54,69937,634,60,1645,233881,0,0,18598,Business,0
49,89933,517,97,583,118332,1,4,431703,Medical,0
37,72487,615,30,2489,137834,0,1,306870,Car,0
20,94968,590,199,3101,346670,0,0,312571,Business,0
42,127913,569,105,3419,418072,0,1,30469,Home,1
44,68299,722,119,3030,236135,0,1,290739,Business,1
41,167032,717,130,7005,461079,0,2,610584,Car,1
18,151442,593,10,5694,611454,0,2,426639,Business,0
48,28582,779,193,546,55228,0,0,126129,Car,1
29,164913,543,122,5382,875375,0,0,473668,Home,0
48,166140,759,168,3643,1283596,1,2,117826,Home,1
60,67080,709,64,2090,84548,0,0,279857,Personal,1
37,111052,678,262,5975,89736,0,0,501037,Personal,0
45,96945,678,174,1904,134296,0,1,486455,Personal,1
40,117769,837,13,1903,321886,0,0,178729,Car,1
46,145812,584,164,1481,197117,1,2,137485,Personal,0
41,163226,702,55,6507,1050923,1,3,258790,Home,1
34,77177,519,36,3350,344725,0,0,10364,Business,0
29,141058,762,92,4006,701765,0,0,174745,Business,1
59,140702,596,131,3589,215821,1,3,833751,Car,0
45,193371,850,171,1946,240025,0,2,635960,Personal,1
50,90927,699,162,5232,697007,0,0,16248,Home,1
45,141079,664,109,550,116385,0,0,227575,Personal,1
52,185980,710,29,11131,695847,0,2,127550,Car,1
29,39410,758,172,579,51118,0,1,92879,Personal,1
41,47484,674,239,687,86811,0,1,21798,Car,1
46,60606,737,60,1818,517691,0,2,276226,Home,1
56,65075,630,160,638,287093,0,3,378050,Home,1
65,50994,629,103,2473,43059,0,1,200690,Medical,0
45,55294,576,85,1724,300822,0,2,15684,Home,0
32,52681,599,97,1333,139585,0,2,59067,Car,0
26,146525,707,85,3447,498981,0,0,540241,Business,1
29,115915,616,41,4144,105488,1,1,74363,Personal,0
31,87799,732,9,3586,115155,0,3,214674,Personal,0
18,82997,746,71,3422,164184,0,0,48216,Personal,1
32,67363,566,110,1326,334997,1,2,263521,Business,0
49,61249,733,29,1903,462380,0,1,265935,Home,1
41,102316,716,46,3692,67511,0,0,512255,Medical,1
37,179340,699,206,8561,547376,0,0,221564,Business,1
21,158978,723,122,5915,639679,0,1,26524,Business,1
53,125017,660,19,4138,68158,0,0,309517,Medical,1
46,30129,669,101,957,122671,1,6,151184,Home,0
40,120546,772,54,4315,567265,0,2,423458,Business,1
18,108367,638,172,2323,217601,1,2,265517,Business,0
34,148539,566,92,7750,173122,1,5,53172,Personal,0
45,43761,798,124,2080,147760,0,0,194891,Car,1
40,179785,687,84,1991,216798,0,2,305431,Personal,1
42,68903,761,29,607,85922,0,4,167170,Personal,1
48,114939,690,99,5304,562009,1,4,531119,Home,0
42,184020,672,125,6936,865298,0,0,232584,Business,1
48,116336,708,69,4462,245240,0,1,171614,Personal,1
30,62157,850,98,1204,27279,0,1,109413,Education,1
25,87613,587,67,1741,266417,0,0,49640,Home,1
46,150013,553,27,8575,204171,0,1,603967,Personal,0
48,146783,650,18,2962,378885,0,1,748074,Car,1
46,92402,762,45,3764,150367,0,0,121746,Personal,1
42,157012,603,24,8568,178857,0,2,786658,Car,0
36,142302,585,42,8571,347999,0,1,379531,Car,0
43,61450,579,72,669,63737,1,1,30864,Personal,0
45,59331,767,82,1825,76381,0,1,70153,Car,1
45,112953,719,318,2229,551707,0,1,167681,Home,1
65,83903,620,182,3265,458330,0,1,164621,Home,0
29,62137,716,86,1351,39828,0,2,139372,Personal,1
65,87085,628,122,3601,718869,0,1,153137,Home,1
25,138214,568,91,3078,52203,0,3,379147,Education,1
45,149855,776,89,4306,175842,0,1,370777,Medical,1
26,193441,597,11,6892,514713,0,0,583086,Home,0
44,160439,538,120,5986,345487,0,1,126937,Car,1
52,98671,612,86,5377,592183,0,0,268985,Home,0
40,108090,695,57,2026,485491,0,1,146686,Business,1
52,38653,741,121,1204,18653,0,0,47002,Medical,0
35,144480,684,185,3054,1076593,0,4,477915,Home,1
18,93789,736,104,929,382079,0,1,312242,Home,1
48,80370,714,102,571,376912,0,0,392874,Home,1
40,82129,654,52,3990,215640,0,2,39435,Car,0
34,62386,559,26,1722,71763,1,7,17781,Personal,0
35,110872,675,75,95,112594,0,2,174374,Medical,1
45,19866,642,50,1139,88270,0,2,9027,Business,0
30,18605,741,32,180,96284,0,3,39865,Home,0
45,81034,581,142,1766,191445,0,0,282785,Car,1
54,104955,730,96,2387,96074,0,2,128237,Personal,1
65,145791,526,79,6126,132823,1,6,127682,Personal,0
57,119424,781,72,3114,163809,0,1,316441,Personal,1
42,28208,685,98,939,102682,0,0,80675,Home,0
43,89064,611,93,1744,140909,0,0,114721,Personal,0
35,158506,686,20,1058,377776,0,1,733252,Car,1
34,71110,759,110,971,474886,0,2,253261,Home,1
50,113577,726,80,1235,932783,0,1,558913,Business,1
36,55124,645,79,452,40497,0,3,25412,Medical,1
44,87716,766,173,1644,26936,0,0,40850,Personal,1
28,154341,712,83,9833,1222303,0,2,182709,Home,1
56,56544,704,109,2818,34637,0,0,113185,Personal,1
36,104039,610,93,1135,674035,1,2,402315,Home,0
53,146362,670,41,2383,928946,0,1,220997,Home,1
32,43102,802,48,1269,262517,0,2,13650,Home,1
31,132424,614,103,1416,788181,0,0,306940,Home,1
56,59921,606,77,1924,171721,0,2,166770,Car,0
32,145348,588,97,7939,237919,1,4,188063,Car,0
21,108366,700,102,3262,664636,0,0,112776,Home,1
28,80382,639,88,4057,288768,0,1,25251,Home,0
50,95579,527,29,2824,402002,0,2,144599,Home,0
49,189314,709,101,10611,157502,0,1,609817,Personal,1
31,115379,672,189,2395,135866,1,5,326620,Personal,0
32,98760,752,82,4029,67188,0,0,225221,Medical,1
48,35281,636,7,1907,45030,1,3,171835,Education,0
56,100246,641,94,4089,318816,0,1,138825,Business,1
39,51390,757,121,832,202105,0,1,224938,Home,1
47,56421,736,219,2446,95957,1,4,249055,Personal,0
50,89306,717,120,2695,500388,0,2,389495,Home,1
65,176413,695,37,2204,863712,0,0,838149,Home,1
26,127334,742,93,4075,215068,1,3,316838,Car,1
32,87744,817,68,3302,186533,0,1,328529,Car,1
34,142192,562,49,1565,776044,0,1,500145,Business,1
50,33879,719,26,1502,107585,0,0,131833,Car,0
37,163547,713,67,6001,165931,0,0,283457,Education,1
44,149332,774,55,2272,75315,0,2,365482,Medical,1
41,62476,798,70,2865,180876,1,4,86951,Car,0
40,107940,595,146,2309,566047,1,5,273889,Home,0
41,153576,606,46,4647,969128,0,0,488398,Home,1
52,113730,631,100,1281,614786,0,3,566848,Home,1
28,73312,716,76,1754,468724,0,0,169501,Home,1
38,141661,663,205,2674,346734,0,1,611944,Business,1
25,136919,686,28,1792,115722,0,0,38204,Medical,1
43,97387,656,59,2945,218298,0,2,28259,Personal,1
38,60270,720,74,1433,172152,0,1,285009,Home,1
53,44761,793,123,884,163480,0,1,126510,Business,1
40,92419,585,43,3808,181893,0,0,114372,Car,0
35,197309,681,121,6888,234494,0,0,565675,Personal,1
37,134005,740,92,5467,122652,0,0,642858,Personal,1
61,27766,651,38,621,94135,0,1,9299,Business,0
21,171338,567,106,2824,1103161,0,0,230278,Home,1
32,55364,784,91,2017,112233,0,2,86135,Business,1
40,46751,685,76,533,349286,0,3,134323,Home,1
32,72207,744,65,567,568656,0,3,252098,Home,1
46,83682,788,41,225,381574,0,1,129639,Home,1
39,215998,542,44,6370,400022,0,0,716078,Personal,0
43,94835,664,71,1742,401588,0,1,214960,Home,1
41,112099,671,44,1588,119633,1,2,234005,Education,0
39,173929,682,88,4697,170002,0,0,616541,Personal,1
25,27910,676,44,1279,24788,0,2,99795,Personal,0
42,77996,767,41,2034,95539,0,4,152534,Personal,1
19,112121,582,69,890,143029,1,5,339981,Personal,0
32,209162,692,53,2573,124205,0,0,893236,Education,1
46,50172,498,215,2186,216948,1,2,212507,Business,0
54,33454,609,24,568,149504,1,2,166552,Home,0
65,32078,753,14,54,162518,0,0,28077,Home,1
35,120789,667,95,1828,187127,0,0,170594,Personal,1
30,100013,558,223,2757,591061,1,5,117719,Home,0
46,171669,560,235,4045,1247629,0,2,65747,Home,0
62,78275,666,158,555,93399,0,0,101004,Personal,1
58,64260,744,61,496,200868,0,1,121349,Business,1
28,102842,562,211,5200,397193,0,0,183453,Car,0
38,166378,746,64,8309,1179300,0,1,178392,Home,1
50,179691,667,89,4361,1473904,1,4,430942,Home,1
51,152169,518,54,1112,494887,1,2,467408,Car,0
47,143916,651,72,7553,165344,0,1,742737,Personal,1
35,88343,669,48,1252,191987,0,2,311741,Car,1
47,124749,627,81,3470,195162,0,0,465355,Personal,1
51,165148,711,109,2900,218195,0,1,103894,Medical,1
29,156540,704,102,4066,985321,0,1,17093,Home,1
56,77402,663,48,2402,75109,0,0,71702,Personal,0
52,53372,600,143,1582,84279,0,1,94022,Personal,0
31,37885,700,9,2849,299636,0,1,166668,Home,0
51,90290,639,182,2644,455590,0,0,242767,Home,1
50,53410,680,87,1681,218425,0,0,285801,Home,1
50,68040,732,35,1528,57330,0,2,313978,Medical,1
59,123111,669,149,1941,435073,1,5,275786,Business,1
40,168695,694,28,3744,248561,0,3,537078,Personal,1
44,72146,744,26,1081,93752,0,1,117724,Personal,1
18,39337,742,31,1958,95930,0,1,112988,Car,0
53,148535,645,72,1535,185525,0,0,855424,Car,1
52,48444,596,111,3029,211144,1,3,211645,Home,0
56,36825,621,32,1714,209646,0,3,209831,Home,0
29,121691,741,95,7251,998275,0,1,442330,Home,0
52,158302,712,28,823,296069,0,1,299281,Personal,1
52,69249,754,166,1808,193198,0,1,19683,Car,1
32,137200,692,74,1402,243446,0,1,418763,Personal,1
53,142940,694,61,3812,82512,0,0,540073,Education,1
46,99166,628,87,2109,98935,0,0,304571,Personal,1
20,180590,562,20,1420,168273,0,0,304903,Medical,1
47,208080,503,63,8521,2135749,0,1,1065165,Home,0
31,126161,628,198,2557,662478,0,0,25938,Home,1
20,25992,602,140,1290,104211,1,3,89405,Business,0
44,127040,612,73,2955,218599,1,2,365527,Personal,0
39,208370,841,71,13716,770664,0,0,672005,Business,1
57,186989,613,35,5231,124994,0,4,38350,Medical,1
42,163728,556,48,2889,984445,0,1,100139,Home,1
49,75117,620,90,1936,475914,1,1,287065,Home,0
46,163950,730,52,1809,111474,0,2,166043,Personal,1
52,68333,751,99,2354,146373,1,4,58934,Car,0
29,76589,538,53,1116,101040,0,1,138091,Personal,0
42,109183,606,20,548,539263,0,1,453282,Home,1
38,102303,604,69,2995,188576,0,0,407307,Car,1
48,119031,730,99,6951,740457,1,4,233813,Home,0
43,142286,593,37,1738,291065,0,2,445382,Business,1
33,38757,597,62,1029,191610,0,0,119623,Home,0
36,131738,625,14,7877,203511,0,1,351193,Personal,0
60,148595,689,21,6009,392073,0,1,809138,Car,1
20,94499,557,65,3139,462993,0,0,98850,Business,0
49,86352,571,76,945,651922,0,0,36595,Home,0
55,37256,678,31,2354,47587,0,0,218278,Personal,0
47,108416,572,179,2727,193279,0,1,461291,Personal,1
64,46147,850,184,2411,56711,0,0,109148,Education,1
51,49896,590,71,309,148335,1,2,279388,Business,0
45,112384,700,88,4340,914301,0,2,580692,Home,1
34,47093,714,112,2224,101122,0,1,74830,Car,0
45,52239,648,179,749,213606,0,1,69664,Business,1
48,109380,606,117,1848,316338,0,2,218799,Car,1
40,189051,729,74,3437,1200914,0,0,494763,Home,1
31,194746,713,56,4622,1316708,0,2,590844,Home,1
26,167033,682,83,10933,711609,0,1,157292,Home,0
42,131906,646,147,5859,971913,0,2,645671,Home,1
22,66241,718,58,2228,120200,0,0,83973,Car,1
34,53101,665,126,1620,51986,0,0,235587,Personal,0
18,62458,751,64,1945,100337,0,0,45304,Personal,1
50,35575,779,69,469,162367,0,2,19704,Business,0
54,84068,757,46,1096,56777,0,0,225645,Personal,1
41,54856,648,65,1737,58846,1,1,61252,Personal,0
62,206422,779,72,6176,747461,0,3,1006138,Home,1
56,131652,718,67,2882,541196,0,1,376873,Business,1
46,57279,609,19,1578,293151,0,1,211679,Home,0
39,147180,595,10,5241,183839,0,0,600587,Education,0
36,107648,686,100,3901,138520,0,0,340821,Personal,1
47,116864,722,80,3627,277351,0,0,53457,Home,1
38,98210,562,94,2906,108701,1,0,146251,Medical,0
47,175856,828,146,7842,910860,0,2,633320,Home,1
47,151812,581,95,6270,403294,0,0,676235,Car,0
37,140315,647,126,8501,414962,0,0,108197,Business,0
53,168301,635,131,2051,1012985,0,0,198095,Home,1
37,93927,632,17,4588,100649,0,0,227715,Medical,0
40,49176,685,73,1968,217643,0,2,139839,Business,0
28,168915,642,130,5123,817194,1,2,42817,Home,0
37,75803,720,73,2160,275070,0,3,178749,Home,1
65,112409,625,63,4093,354345,0,1,206454,Car,1
29,30317,693,89,1887,105942,0,3,100484,Business,0
45,169244,654,100,1890,165684,0,2,231200,Personal,1
35,94173,662,162,4639,88362,0,1,97044,Personal,0
18,108662,701,145,2550,86394,0,0,358377,Medical,1
47,107835,617,88,543,53360,0,0,98768,Personal,1
33,157470,627,153,4169,861896,1,3,665462,Home,0
44,69046,741,83,2963,173408,0,0,336788,Car,1
52,38765,648,178,411,41122,0,2,62878,Personal,1
43,72987,635,148,3005,131674,0,2,249796,Personal,0
44,89766,688,39,345,453061,0,1,101781,Home,1
30,67208,653,125,911,71123,0,1,155526,Education,1
48,151470,625,66,1539,1042728,0,1,36601,Business,1
38,52008,669,109,2266,46050,0,1,7602,Personal,0
18,48076,742,72,1439,44231,0,0,89268,Personal,0
50,60107,624,66,2403,329093,0,0,62304,Home,0
54,78933,642,91,2598,144334,0,1,375225,Home,0
58,52974,682,15,3076,387929,0,1,44729,Business,0
65,89218,699,107,4757,88458,0,1,441292,Personal,1
49,75952,672,65,337,359044,0,3,344774,Home,1
46,132877,661,90,7938,99059,0,0,289120,Education,1
53,116691,675,46,2631,197238,0,0,94417,Personal,1
29,107517,621,32,2453,302406,0,1,126025,Car,0
20,88029,673,163,1499,159275,0,1,312663,Personal,1
34,103691,636,214,5554,164326,0,2,462650,Personal,0
55,154895,691,32,8874,1174061,0,0,326815,Home,1
32,95556,731,108,2955,491504,0,1,315174,Home,1
46,131417,597,98,2007,213613,0,2,503311,Personal,1
47,104007,692,39,2671,370002,0,3,333332,Business,1
43,42824,682,98,314,79852,0,1,219711,Personal,1
25,85376,644,81,828,288476,0,0,105932,Business,1
44,108527,678,116,4703,97944,0,0,315410,Personal,0
35,123783,720,150,3510,154044,0,1,550014,Personal,1
60,60667,691,108,1369,554821,0,0,52788,Home,1
54,206649,552,174,1715,1589322,1,5,870760,Home,1
35,57100,496,82,3326,168001,0,1,73716,Car,0
61,60143,595,80,913,283342,0,2,22958,Home,0
44,65236,775,289,2025,548152,0,1,23744,Home,1
20,51847,753,28,1505,215619,0,0,179828,Home,1
39,196681,682,149,12674,273845,0,2,784173,Education,0
60,177288,574,51,1636,157036,1,1,1041186,Medical,1
30,43761,716,116,1179,225979,0,1,85428,Home,0
39,170294,596,130,4033,1499213,0,0,808246,Home,1
24,116717,569,110,3608,848329,0,0,134948,Home,1
26,55425,662,81,933,190317,0,1,204508,Car,1
30,73956,664,121,2041,103503,0,1,77174,Education,1
25,85471,688,34,1252,117896,0,0,276224,Personal,1
33,113427,666,176,855,170487,0,0,164805,Car,1
61,85663,675,74,2192,302894,1,4,123359,Business,0
40,112836,633,44,5186,142679,0,0,259314,Personal,0
49,55014,667,156,791,81601,0,0,302516,Personal,1
53,213673,697,75,6448,265005,0,1,510597,Personal,1
27,113242,734,55,5355,86201,0,1,406793,Personal,1
30,82109,677,54,3383,63155,0,0,280924,Personal,0
49,158554,634,116,6362,206253,1,3,832936,Personal,0
32,197748,682,192,4996,288624,0,0,796068,Personal,1
48,107040,740,171,4355,696229,0,0,55706,Business,1
60,134386,733,35,5993,1097301,0,0,563159,Home,1
23,132408,604,61,5568,148350,0,0,371863,Personal,0
36,141907,737,51,4575,639640,0,2,491041,Business,1
38,45226,661,46,1579,233907,0,1,159517,Home,0
34,117896,633,124,7180,97020,0,0,316381,Medical,0
33,105573,627,32,2035,618541,0,0,364197,Home,1
34,178604,587,91,1926,711708,0,1,369734,Business,1
40,178852,712,59,5753,1319911,0,2,820275,Home,1
42,100744,706,34,5639,121164,0,0,51031,Education,1
51,114673,630,127,1411,123591,0,1,405775,Education,1
40,167419,638,68,4199,316099,0,0,613931,Car,1
53,70333,723,78,1309,434098,0,1,135604,Home,1
33,74038,618,61,2002,347655,1,5,203088,Home,0
26,94540,774,69,3955,683701,0,1,319487,Home,1
36,163058,723,64,7596,213844,0,2,390745,Education,1
46,207425,694,68,13084,148356,0,0,697636,Personal,1
50,98455,631,228,1611,69962,0,1,68480,Medical,1
58,68536,545,169,4040,271900,0,2,293580,Home,0
43,76193,728,85,4204,272792,0,0,76767,Business,1
49,123599,727,109,1922,160836,0,1,387878,Car,1
56,68437,770,152,5256,59710,0,1,405576,Personal,1
31,190475,616,58,2436,1026943,0,0,155572,Home,1
37,88002,559,111,1758,553925,1,4,152229,Home,0
65,113905,705,37,4689,216520,0,1,172210,Car,1
50,112709,800,146,5044,355804,0,2,36061,Car,1
46,183488,685,171,13489,318787,0,2,107990,Personal,1
51,68033,702,48,336,272969,0,1,304580,Business,1
24,186604,620,48,7012,169476,0,1,84592,Personal,1
32,80802,597,128,2087,64172,0,1,85416,Personal,0
28,116968,693,308,2607,155641,0,1,248868,Personal,1
45,200354,607,92,2597,250797,1,0,713433,Personal,1
36,123390,574,7,2592,165413,1,3,343886,Education,0
41,140924,770,135,6911,892892,0,0,92932,Home,1
36,77301,625,63,480,473041,0,1,46288,Home,0
20,41338,640,59,1062,273718,0,1,116207,Home,0
51,37102,506,109,904,234792,0,0,49976,Home,0
19,26062,670,157,605,123656,1,2,76396,Home,0
31,89275,595,146,1904,297323,0,1,312714,Car,0
24,43708,732,113,1785,179124,0,2,140692,Business,1
29,98749,647,88,1248,156988,1,1,388887,Education,1
42,140708,667,10,3676,809961,0,0,246138,Home,1
55,47044,538,25,2429,77666,1,2,278189,Personal,0
21,161253,671,72,2771,363585,0,0,539779,Car,1
33,89165,725,73,2459,236750,0,0,49831,Car,1
19,68662,739,50,3396,252435,0,1,99720,Home,1
33,53713,784,55,715,76383,0,1,45726,Personal,1
41,72909,700,18,1439,99854,0,1,366729,Personal,1
49,31742,694,56,823,20383,0,0,67266,Education,0
18,138709,728,68,7032,1741263,0,1,92638,Home,1
47,82637,605,69,2217,365677,0,1,156813,Business,0
28,73405,692,27,1362,262295,0,3,178311,Business,1
25,82002,681,190,3877,293836,0,2,116271,Home,0
41,157525,732,40,5294,781528,0,1,417940,Business,1
48,129167,693,90,3982,358446,0,1,227846,Car,1
39,72792,599,71,1571,85106,1,3,77980,Personal,0
27,111997,648,56,5726,450332,0,1,64164,Home,0
39,160205,550,94,3803,833804,0,0,387420,Business,1
31,41717,652,74,941,284977,0,0,115955,Home,1
47,148702,619,32,1452,676836,0,2,34968,Business,1
53,78234,709,73,1259,82873,0,0,82465,Education,1
52,179699,850,27,12413,256662,0,2,528743,Personal,1
40,87407,709,18,2388,186642,0,1,244265,Car,1
53,31255,620,55,1550,64585,0,1,32333,Business,0
28,161007,714,55,5718,549916,0,0,570279,Business,1
61,106560,556,71,3270,395286,1,0,548600,Business,0
28,85756,637,82,2130,499172,1,4,58049,Home,0
18,180834,680,81,5023,164360,0,0,112029,Medical,1
56,85350,697,81,4361,351302,0,0,77846,Home,0
31,61751,737,54,1687,75348,0,1,50631,Personal,1
41,43320,752,44,1333,100326,0,1,116536,Car,1
28,112193,608,64,1210,344235,0,1,100667,Business,1
65,75088,586,17,1925,59330,1,3,347860,Personal,0
62,123793,681,124,3936,186794,0,3,87331,Personal,1
59,68800,537,139,1797,461247,0,1,183220,Home,0
41,115536,680,75,5331,654134,0,1,360428,Home,1
52,66699,530,125,1547,44884,0,1,56907,Personal,0
39,82378,674,128,4395,487642,0,0,145611,Home,1
53,183103,653,123,8926,862096,1,3,319497,Business,1
35,116119,685,60,2956,117354,0,2,419883,Personal,1
59,114367,688,56,3477,139236,0,0,503703,Personal,1
34,65738,695,66,1522,259910,0,0,293638,Business,0
36,127373,729,184,463,115139,0,3,447861,Medical,1
34,94444,775,39,1348,109992,0,2,32282,Personal,1
42,85622,710,42,5808,460930,0,0,287529,Home,0
35,30485,561,84,1072,39500,0,0,114524,Personal,0
46,73566,789,79,3782,214769,0,2,265704,Business,1
34,75191,700,40,2302,424548,0,0,38096,Business,0
49,99546,652,42,5416,262454,0,0,14659,Car,0
58,74398,551,115,1725,59055,0,1,274107,Personal,0
41,94301,472,97,3974,136618,1,2,348812,Personal,0
65,94269,682,119,2015,772397,1,1,397050,Home,1
54,121492,690,35,1026,996351,0,2,96294,Home,1
65,140679,690,97,6922,144993,0,1,618425,Medical,1
39,55036,699,190,231,308409,0,0,149573,Business,1
20,157425,727,131,5669,123570,0,0,311723,Medical,1
32,46552,659,155,2121,320687,0,1,8641,Home,0
33,68716,572,28,2994,21810,1,5,161180,Education,0
29,65976,568,116,1847,455469,1,7,31874,Home,0
18,149954,654,123,5899,218023,0,0,514695,Personal,1
52,131430,658,270,3623,172335,1,2,581242,Personal,0
18,50112,608,159,3464,322459,0,1,42864,Home,0
51,88138,613,73,1386,416808,1,5,241246,Home,0
65,63863,762,104,514,119881,0,0,286086,Business,1
31,69223,707,69,1127,82835,0,0,116826,Education,1
45,56104,685,32,1797,105850,0,2,265571,Car,0
35,173429,695,22,7251,211136,0,0,174915,Personal,1
50,152974,661,33,6034,862605,0,0,265378,Home,1
26,176361,679,141,3268,1008101,1,3,413509,Home,1
38,102356,630,15,1155,407693,0,2,280661,Home,1
53,83307,750,113,2603,304511,0,0,185021,Business,1
39,125713,620,147,5789,569259,1,3,27471,Home,0
20,43390,703,175,1189,290752,0,1,124106,Home,1
55,188132,804,119,4488,987880,0,0,219517,Home,1
24,147254,823,88,2938,124015,1,3,477768,Medical,1
41,196029,742,122,8410,496116,0,1,923990,Business,1
47,63251,849,84,2758,85626,0,1,278306,Personal,1
41,131042,650,60,3506,255505,0,0,230285,Business,1
65,180237,742,99,0,262528,0,3,905105,Personal,1
49,82851,655,60,3214,92618,0,1,170460,Personal,1
38,44238,807,127,1222,41125,0,3,96165,Personal,1
47,97399,735,118,1646,101813,0,1,245028,Medical,1
43,95974,698,52,4654,477351,0,1,71018,Business,1
41,96554,809,48,1042,311123,0,2,49121,Car,1
43,110916,472,102,3652,318574,1,0,329870,Home,0
35,102055,713,34,5978,149657,0,0,312102,Personal,1
43,82502,659,49,823,516812,0,3,412513,Home,1
34,162482,632,92,2196,558307,0,0,655000,Home,1
18,165762,630,170,5693,322118,1,2,387012,Car,1
54,97341,501,41,1644,147563,0,0,48854,Car,0
33,95668,674,129,1258,102736,0,2,242465,Medical,1
42,84631,605,293,1319,74352,0,1,103838,Personal,1
31,50172,703,100,1644,300784,0,1,117285,Home,0
31,89229,612,96,2996,322174,0,1,239296,Home,0
28,182129,740,42,6016,744256,0,0,169224,Business,1
51,110478,567,18,1848,340048,1,4,273402,Car,0
54,151288,769,103,459,62722,0,1,807570,Medical,1
40,81843,673,101,3905,82046,0,2,238551,Personal,0
34,89272,602,107,2906,498681,0,0,222158,Home,0
20,100318,733,92,5391,542713,0,1,21948,Business,1
50,96297,645,82,3472,101428,0,0,288581,Personal,0
32,126132,686,52,2497,115530,0,1,316487,Car,1
27,181667,663,67,5658,65663,0,1,491444,Personal,1
40,125184,534,35,3357,125566,0,2,47183,Medical,0
36,81298,728,107,1518,175151,0,2,117327,Car,1
22,34083,654,51,1135,174457,0,2,20187,Home,0
23,129162,660,30,5869,126781,0,0,206393,Personal,1
44,59716,688,179,710,99353,0,1,93298,Car,1
32,103720,581,135,2379,142869,0,0,206880,Education,0
46,22873,584,93,1024,21113,0,2,95843,Medical,0
42,127454,678,110,3066,1076597,0,0,24146,Home,1
53,38159,679,54,433,145401,0,0,7926,Business,0
30,117450,656,57,2907,144928,0,1,167574,Education,1
43,81579,628,50,480,116489,0,1,19535,Personal,0
48,75002,536,23,2689,263882,1,2,247433,Car,0
32,154663,727,23,7212,1036744,0,2,656613,Home,1
54,50391,687,110,3190,170639,1,3,293216,Car,0
20,112146,665,156,3280,693221,1,1,196275,Home,1
30,82770,729,43,2264,553201,0,0,159821,Home,1
20,203019,612,118,5027,211311,1,1,641052,Medical,0
31,137174,698,89,1633,517385,0,1,359031,Business,1
38,106637,748,206,1536,144732,0,0,317386,Personal,1
50,90830,666,154,4052,134501,1,1,228000,Personal,0
38,50310,670,23,701,72811,1,5,236434,Personal,0
33,125996,691,45,4919,349612,0,1,94452,Home,1
21,104574,744,25,8279,124663,1,0,128567,Personal,0
25,165148,681,18,1517,259702,1,2,65745,Car,1
44,49556,786,77,1729,322564,0,0,80043,Home,1
51,160128,663,82,1937,664481,0,1,513663,Home,1
35,192318,565,90,9051,826212,0,1,602747,Business,0
55,56044,694,149,107,180909,0,1,35089,Business,1
29,154457,706,140,6308,812117,0,0,238998,Home,1
35,163999,711,135,2950,539481,0,1,122323,Car,1
36,104054,654,73,1106,67124,0,1,391088,Personal,1
58,113215,586,82,4962,725773,0,1,377281,Home,0
42,147153,577,35,5747,172713,0,1,455259,Personal,0
18,111975,623,38,2880,316273,1,5,61682,Car,0
51,57046,523,55,2392,55403,1,6,279085,Education,0
62,157871,737,82,2797,414367,0,2,735562,Home,1
37,72247,646,103,2893,454705,0,2,340870,Home,1
29,100457,771,94,4156,87288,0,3,256830,Personal,1
50,121401,756,5,2271,364008,0,1,368201,Car,1
64,47711,680,120,1701,164117,0,0,164927,Business,0
50,123181,803,121,6611,588991,0,1,475304,Home,1
21,119905,678,150,1920,100867,0,0,357744,Personal,1
49,30276,732,49,419,155970,0,0,127744,Home,1
